	news_title	label
311	Shugaban Kasar Sudan Omar Al-Bashir Zai Ziyarci Kasar Qatar	Africa
312	Gwamnatin Najeriya Na Kokarin Magance Matsalar Fataucin Yara	Nigeria
313	Kula Da Lafiyar Samari Da 'Yan Mata Zai Kawar Da Talauci In Ji UNICEF	World
314	Yan Bindiga Sun Kai Hari a Birnin Tripoli	World
315	Fashewa Ta Halaka Mutum 10 a China	World
316	Hukumar NDLEA Ta Cafke Wasu Dillalan Miyagun Kwayoyi A Adamawa	Nigeria
317	Kamfanin Facebook Zai Fito Da Wasu Matakan Kare Kutse Musamman a Lokacin Zabe	World
318	An Kama Wasu Manyan 'Yan Bindiga Hudu a Zamfara	World
319	An Samu Wadanda Suka Kamu Da Polio 9 A Najeriya Cikin Mako Guda	World
320	Yan Bindiga Sun Kashe Mutane 26 A Sokoto	Nigeria
321	‘Yan Jarida Suna da Muhimmaci A Yaki Da Cutar Polio: Amanda Bennett	Health
322	Yadda Aka Yi Jana'izar Mugabe a Kauyensu	Nigeria
323	"Siriya Ta Ce Sanarwar Shugaba Trump Akan Yankin Golan ""Ba Ta Dace Ba"""	Nigeria
324	Akwai Bukatar Dage Dokar Hawa Babur A Wasu Yankuna	World
325	Ana Gab Da Cimma Yarjejeniyar Zaman Lafiya A Afghanistan	World
326	An Sami Saukin Yaduwar Cutar Kwalara a Jihar Plato	Health
327	Rundunar F-SARS Ta Fita Daga Tarayya Ta Koma Jiha	Nigeria
328	Najeriya Na Daga Cikin Jerin Kasashen Da Aka Fi Gallazawa ‘Yan Jarida	World
329	Asusun UNICEF Ya Sami Tallafi Daga Kungiyar Tarayyar Turai Na Tsabtace Muhalli A Nigeriya	World
330	Wasu Kananan Jam'iyyun Siyasa Sun Hade Da manyan Jam'iyyu Gabanin Zaben Gwamnoni	Politics
331	An Samu Cigaba da Yaki da Cutar Ebola	Health
332	Al’umma na da Hakki Wajen Yakar Cutar Ebola	Health
333	KATSINA: Yan Bindiga Na Ci Gaba Da Kai Farmaki A Wasu Yankuna	World
334	Zanga Zangar Juyin Juya Hali Ya Shiga Wani Hali	Nigeria
335	An Kaddamar Da Wani Sabon Kamfen Yaki Da Cutar Shan Inna	Health
336	Rundunar Sojin Najeriya Ta Ragargaza 'Yan Ta'adda A Baga	Africa
337	Kalubalen Dimokaradiyya Ga Bangaren Shari’a a Najeriya	Nigeria
338	Ziyarar Hafsan Hafsoshin Sojojin Afirka Ta Kudu a Najeriya	Africa
339	Najeriya Ta Yi Kashedi Kan Katsalandan a Zaben Kasar Da Ke Tafe	Politics
340	Yini Na Biyu a Kokarin Neman Gangar Jikin Jirgin Indonesia	World
341	Dan Takarar Kungiyar Hamayya A Nijar Ya Bayyana Shakku Kan Tsarin Zabe	Africa
342	Amurka Na Iya Mayar Da Martanin Harin Da Aka Kai Wa Saudiyya	World
343	APC Ta Lashe Zabukan Gwamna Na Jahohin Borno Da Yobe	Politics
344	Koriya Ta Arewa Ta Koma Bakin Aikin Gina Gurin Gwada Makami Mai Linzamin	Nigeria
345	Najeriya Da Kamaru Sun Yi Taron Fadakar Da Juna	Africa
346	Kungiyoyin Arewa Sun Gujewa Shiga Zanga-zangar Juyin Juya Hali a Najeriya	World
347	Al'amura Sun Fara Daidaita A Jihar Filato	World
348	Majalisar Dattawan Najeriya Ta Amince Da Kudirin Dokar Mafi Karancin Albashi Na Naira 30,000	Nigeria
349	Shugaban Majalisar Dattijan Najeriya Ya Koma PDP	Africa
350	Hukumar Kwastam Ta Kama Gawa Dauke Da Tabar Wiwi	Nigeria
351	Fulani: Hanya Daya Tilo Da Za'a Magance Matsaloli A Arewacin Najeriya	World
352	An Bukaci Gwamnoni Su Biya Basukan Da Aka Basu	World
353	Najeriya: Kungiyoyin Fararen Hula Sun Fitar Da Kundayen Yaki Da Cin Hanci	World
354	An Kaddamar Da Aikin Rigakafin Dabbobi a Jihar Neja	World
355	Jawabin Sarkin Kano A Yayin Bukukuwan Sallah A Birnin Kano	Nigeria
356	Wasu ‘Yan Bindiga Sun Harbe Shanun Makiyaya Kusan 100 a Filato	World
357	Buhari Ya Kaddamar Da Aikin Ruwa A Zariya	Nigeria
358	Mayakan Saman Nigeria Na Samun Galaba Akan Miyagun Mutane A Zamfara	World
359	Lagos: Hukumar Kwastam Ta Kama Kayayyaki Na Sama Da Naira Biliyan Biyu	World
360	Jamus Ta Mika Taimako Ga Gidajen Yarin Najeriya	Africa
361	Majalisar Dinkin Duniya Za Ta Tallafawa Nijer Da Dala Bilyan 1.2	Nigeria
362	Amurka Ta Tura Miliyoyin Daloli Ga Sojojin Ukraine	World
363	Iran Tayi Gwajin Wani Makami Mai Linzami	World
364	TARON KOLIN MDD: Buhari Ya Bukaci Shawo Kan Tsana Da Kiyayya	Nigeria
365	Masu Fama Da Cutar HIV Sun Koka a Jihar Naija	Health
366	N30,000 Ne Mafi Karancin Albashin Ma’aikatan Najeriya	Nigeria
367	An Yi Zanga Zangar Adawa Da Shirin Zabe A Gabashin Ukraine	World
368	Bauchi: Mutane Sama Da 30 Sun Rasa Rayukansu Bayan Da Kwale Kwalensu Ya Kife	World
369	An Cika Shekaru 100 Tun Yakin Duniya Na Daya	World
370	An fara Yiwa Yara Rigakafin Zazzabin Cizon Sauro A Kasar Ghana	Health
371	Koriya Ta Arewa Ta Zargi Amurka Da Kawo Cikas Kan Tattaunawarsu	World
372	Amurka Ta Kai Taimako A Venezuela	World
373	Zanga Zangar Lumana A Garin Tsafe Ta Dauki Sabon Salo	Nigeria
374	Shugaba Donald Trump zai jagoranci Amurkawa tunawa da hare haren ranar sha daya ga watan Satumban shekarara 2001	World
375	Gwamnatin Amurka ta Fara Gwajin Ebola a Filin Jirgin Saman JFK	World
376	Ghana Na Shirin Amfani Da Komputa Wajen Kidaya Al'ummar Kasarta	World
377	Ra'ayoyin Jama'a Akan Shirin Shugaba Buhari Na Kai Najeriya Mataki Na Gaba	Nigeria
378	Yan Bindiga Sun Raba Dubban Mutane Da Gidajensu A Zamfara	World
379	Najeriya ta Rabu da Cutar Ebola	Health
380	Ya Yiwu Mutane Miliyan 500 Su Kamu da Ciwon Suga Cikin Shekaru 10 Masu Zuwa	World
381	Shirin Rage Wa Yara Talauci A Duniya Ya Gamu Da Matsala babba	World
382	Sabuwar Allurar Rigakafin HIV Yana Kara Hadarin Cutar	Health
383	Mutane 469 Suka ki Yarda da Maganin Rigakafin Polio a Karamar Hukumar Ilela ta Jihar Sokoto	Nigeria
384	Hukuncin Da Kotun Koli Ta Yanke Kan Zaben Osun Ya Kada Mu – PDP	Politics
385	Sojojin Nigeria Suna Fatattakar 'Yan Bindiga a Dajin Zamfara - Agim	Nigeria
386	Gobarar Dajin dake Ci a Jihar California Sai Fadada ta Keyi	World
387	Yan Bindiga Sun Addabi Manoma A Jihar Adamawa	World
388	Afghanistan: Dan Kunar Bakin Wake Ya Kashe Mutum 14 A Kabul	World
389	Cikakken Bayanin Cutar Maleriya Kashi Na Biyar: Wanene Ke Cikin Kasadar Kamuwa Da Ita?	Health
390	Falastinawa Na Jimamin Kashe Wani Matashi Saad	Nigeria
391	Gwamnatin Neja Tana Nazarin Sabon Tsarin Albashi	Nigeria
392	Mutane Shida Sun Mutu, A Harin Mota Da Kuma Harbe-Harbe A New York	World
393	Majalisar Dinkin Duniya ta yi kira da a kara maida hankali a yaki da zazzabin cizon sauro.	World
394	Zabukan Pilato, Adamawa, Sokoto, Bauchi Ba Su Kammalu Ba – INEC	Nigeria
395	Najeriya Zata Iya Yin Asarar Dala Biliyan 8 Kan Cutar Shanyewar Sashin Jiki Da Sauransu	Health
396	Yan Sanda Sun Tarwatsa Zanga-Zangar Juyin-Juya-Hali a Najeriya	World
397	Gwamnatin Filato Na Shirin Maida 'Yan Gudun Hijira Zuwa Gidajensu	World
398	Cutar Kwalara ta Kashe Mutane 7 a Jihar Kano	Nigeria
399	Erdogan Yaki Amincewa Da Bukatar Amurka	World
400	Uwargidan shugaban Najeriya ta shawarci iyaye su bari a yiwa ‘ya’yansu rigakafi	Africa
401	Kamfanin Twitter Ya Ninka Adadin Harufa daga 140 Zuwa 280	World
402	Shirin Haramta Almajirci A Najeriya Ya Janyo Cece-Ku-Ce	Nigeria
403	An Yi Bikin Ranar Zaman Lafiya Ta Duniya A Garin Jos	World
404	Kotu: Jam'iyyar PDP A Jihar Kano Bata Da 'Dan Takarar Gwamna	Nigeria
405	Jawabin Shugaba Trump Ga Sojojin Amurka a Kasar Japan	World
406	Cuba ta Zargin Amurka da Gangan ta yi Karya a Kan harin wata cutar da ba a gano sanadinta ba	Health
407	Ina Jin Haushin Gwamnati Sosai - Inji Matashi Musa	Politics
408	An Sami Raguwar Mutuwa Ta Dalilin Kanjamau	Nigeria
409	Kwana Da Jarirai Yakan Taimaka a Shayar Da Su Da Nonon Uwa	World
410	Shugaban Iran Rouhani Zai Gabatar Da Jawabi Yau	Africa
411	Trump Na Halartar Taron MDD a Karon Farko	World
412	"Shugabannin Fulani Sun Yi Tir Da Rashin ""Fulakun"" Masu Sace Mutane"	World
413	Gwamnatin Kasar Nijar Zata Bada Tukuici Domin Yaki Da Kurkunu	Africa
414	Ingantaccen Shugabanci Na Da Muhimmanci Wajen Kula Da Albarkatun Kasa	World
415	Dan Sandan Da Ya Kashe Direba Kan Na Goro Ya Hadu Da Fushin Jama’a	World
416	"""Sun Yaudare Ni Zuwa Turai Don Tilasta Ni Karuwanci"""	World
417	Ana Ci Gaba Da Dambarwa A Kan Zaben Shugaban Kasar Laberiya	Africa
418	Kungiyoyin Kare Hakkin Kananan Yara A Kano Sun Yi Tir Da Amfani Da Daliban Pramare A Harkar Siyasa	Nigeria
419	Amurka Da Taliban Na Kokarin Samar Da Yarjejeniyar Zaman Lafiya	World
420	Jamhuriyar Nijer ta Gudanar da Shirin Kauda Cutar Cizon Sauro	Health
421	Trump Ya Bayyana Kim A Matsayin Mai Zurfin Tunani	World
422	Sakataren Harkokin Wajen Amurka Ya Jaddada Mahimmancin Inganta Dangantaka Tsakanin Saudiyya da Iraqi	World
423	Rashin Nagartattun Hanyoyi Na Taimakawa Bata Gari	World
424	Ina da ciki menene ya kamata in yi- ko kuma kada in yi- domin kula da kaina da jaririn dake ciki na? (cigaba)	World
425	Sama Da Mutane Dubu 10 Sun Tsere Daga Garin Baga Zuwa Maiduguri	World
426	Anyi Girgizar Kasa Da Tsunami A Indonesia	World
427	Obasanjo Ya Baiwa Atiku Goyon Bayansa	Politics
428	Yan Bindiga sun sace mutane a Jihar Adamawa	World
429	Rikicin Bayan Zabe Ya Janyo Asarar Rayuka A Taraba	World
430	Ana Takaddama Kan Fara Shari'ar Sakamakon Zaben Congo	Politics
431	Cikin Mako Guda Iran Ta Kama Jiragen Dakon Mai Na Wasu Kasashe	World
432	Rex Tillerson ya Isa Gabas ta Tsakiya a Yau Jumma’a	Nigeria
433	Amurka ta Kashe Dala Biliyan $3.6 Domin Yakin Cutar Kanjamau a Shekaru 10	Health
434	Kara Fahimta Gameda Cutar Ebola	Health
435	Rikicin Dake Faruwa A Burkina Faso Ya Janyo Karancin Abinci	Africa
436	Shan Taba Da Zarar Mutum Ya Tashi Zai Iya Sa Mutum Ya Kamu Da Cutar Sankara	Health
437	Mike Pompeo Da Shugabanin Turkiyya Sun Gana Akan Bacewar Dan Jarida Khashoggi	World
438	Matasa Wajen Miliyan 21 Basu Da Aikin Yi A Najeriya	World
439	"Zabe: ""Marasa Kishin Kasa"" Na Kokarin Ta Da Husuma - Buratai"	World
440	Ana Sukan Shugaban Amurka da Kin Tabo Wasu Manufofin Kasar Lokacin Ziyararsa a Nahiyar Asiya	Africa
441	Dalilin Da Ya Sa Sojojin Najeriya Suka Mika Wasu Yara Ga Gwamnati	World
442	An Raraba Gidan Sauro Da Maganin Kara Jini a Jihar Benuwe	World
443	Hukumar NSCDC Ta Kama 'Yan Fashi Da Makami Har 33	Nigeria
444	Yara miliyan biyu da dubu dari shidda ke mutuwa a duk shekara	World
445	Za a Binne Dr. Sheikh Umar Khan Kamar Yadda Ake Binne Sauran Masu Ebola	World
446	India Ta Kasa Tuntubar Jirgin Da Ta Tura Duniyar Wata	World
447	Dubban Mutane Na Cikin Mawuyacin Hali a Monguno - MSF	World
448	A Niger Malaman Jami'o'in Gwamnati Sun Shiga Yajin Aiki	World
449	Kungiyoyin Mayaka A Kongo Da Uganda Na Fakewa Da ISIS	World
450	Amurka Ta Kalubalanci Sufetan 'Yan Sandan Najeriya Kan Zaben 2019	Politics
451	An Fara Jana'izar Mutanen Da AKa A New Zealand	World
452	Mutane 12 Suka Rasa Rayukansu A Rushewar Wani Gini	World
453	Sri Lanka: Dumbin Rayuka Sun Salwanta a Hare-haren Mujami'u, Otel	World
454	Wani Bincike Ya Musunta 'Yan Gudun Hijira Na Shiga Da Cuta Turai	World
455	Buhari Ya Bukaci Wakilan Najeriya a Gasar Karatun Alkur'ani Mai Tsarki Su Zama Na Gari	Nigeria
456	Bom Ya Kashe Akalla Mutane 6 A Mogadishu	Africa
457	Dattawan Jihar Kano Sun Bukaci 'Yan Sanda Su Binciki Gwamna Ganduje	Nigeria
458	Gobarar Siyasa Na Kara Ruruwa A Nigeria	World
459	Jami’an Tsaro Sun Dukufa Wajen Yakar Rikicin Makiyaya Da Manona A Jihohin Adamawa Da Taraba	World
460	An Sace Wasu Likitocin Kasar Cuba Biyu A Kenya	World
461	Ba Maganar Wariya A Bijirewa Taken Amurka - Inji Shugaba Trump	World
462	Najeriya: A Kalla Mutane Miliyan 200 Zasu Samu Lambar Zama Dan Kasa	Africa
463	An Gano Wasu 'Yan Damfara 'Yan Najeriya Guda Biyu A Amurka	World
464	Kasar Nijar Zata Fara Saida Man-Fetur Ga Makotan Kasashe	Africa
465	Babbar Kotun Kano Ta Dakatar Da Majalisar Dokokin Kanon Binciken Ganduje	Nigeria
466	Rasha Na Jan Kunnen Amurka Kan Yarjejeniyar Makamai	World
467	Jam'iyyun Adawan Sudan ta Kudu Sun Ki Amincewa Da Sabuwar Yarjejeniya	Africa
468	Kanfanoni a jihar Kaduna sun dauki matakin yaki da cutar kanjamau	Health
469	Ana Samun Raguwar Tashe-Tashen Hankulla A Kasar Kongo	World
470	Adadin Wadanda Suka Kamu Da Cutar Kwalara Ya Karu A Mozambique	Health
471	An Baiwa Zawarawa Jari Bayan Da Suka Koyi Sana’a a Abuja	World
472	Sojojin Sudan, Kungiyoyin 'Yan Adawa Sun Amince a Raba Mumakai	World
473	Shin Za a Mika Korafe-Korafen 'Yan Rohingya Ga Kotun ICC?	Nigeria
474	NIGER: Majalisar Dinkin Duniya Ta Shirya Taron Yaki Da Rashin Adalci	World
475	Taron Yaki Da Cutar Kwalara A Bauchi Ya Kayatar	Health
476	Dakarun Sojin Sama, Sun Murkushe 'Yan-Ta'adda A Garin Baga	World
477	Jami'ar Sule Lamido A Jigawa Ta Yaye Daliban Farko	Nigeria
478	Karancin Wakilcin Mata A Gwamnatin Buhari, Na Iya Kawo Nakasu	Nigeria
479	Ana Ci Gaba Da Kwashe Fararen Hula Daga Baghuz	World
480	Jami’ar Dutse Ta Kirkiro Dinya-Jari	World
481	"Amurka Ta Soke ""Visar"" Shugabar Kotun ICC Fati Bensouda"	Africa
482	Jihohin Najeriya Da Dama Za Su Fuskanci Barazanar Ambaliya	World
483	Yara Da Matasa Sun Samu Sabuwar Dama A Najeriya	World
484	Wani Dan Bindiga Ya Hallaka Mutane 26 Da Jikkata Wasu A Jihar Texas	World
485	Rasha Ta Musanta Janye Ma’aikatan Tsaronta Daga Venezuela	World
486	Masana Suna So Rika Yiwa Masu Ciki Gwajin HIV	Health
487	Sojojin Venezuela Sun Toshe hanyar Shugowa Da Kayayakin Agaji	World
488	Harin Da Boko Haram Ta Kai Wa Dakarun Najeriya	Nigeria
489	Gwamnatin Tarayya Ta Dauki Matakin Shawo Kan Cutar Kwalera a Plato	Health
490	Mai Shari'a Zainab Bulkachuwa Ta Janye Daga Sauraron Kararrakin Zabe	Nigeria
491	Sabbin Matakan Tsaro Kan Fasinjoji da Jiragen Sama dake Shigowa Amurka Sun Fara Aiki Yau	World
492	‘Yan Majalisar Kasashen Afirka Sun Gudanar Da Taron Yaki Da Ta'addanci	World
493	Yadda Kasuwar Masu Sana'ar Buga Hotunan 'Yan Siyasa Ta Bude	Africa
494	Ambaliyar Ruwa Ta Kashe Mutum 100 A Nigeria	Africa
495	An Rattaba Hannu Kan Sabuwar Yarjejeniyar Zaman Lafiya a Sudan ta Kudu	Nigeria
496	Gwamnatin jihar Katsina tana shirin yiwa yara sama da miliyan biyu rigakafin shan inna	World
497	Cibiyoyin Bakin Hauren Libya Na Bukatar Dauki	Nigeria
498	Mataimakin Shugaban Najeriya Ya Kaddamar Da Sabon Shirin RUGA A Adamawa	Africa
499	Saraki Ne Ya Jawo Ma Kansa Fitinar Da Ya Shiga-Inji Senata Ndume	Nigeria
500	Limaman Yahudanci da Kiristanci Na Amurka Sun Roki Israila Ta Daina Sayar wa Kasar Myanmar Makamai	World
501	China Ta Dauki Matakin Rage Yawan Aladun Da Ta Ke Kaiwa Amurka	World
502	Wani Harin Kwantan Bauna Ya Kashe Sojoji 17 A Jamhuriyar Nijer	Africa
503	Tattaunawar Amurka Da Koriya Ta Arewa Ta Sake Wargajewa	World
504	Hedkwatar Tsaron Najeriya Ta Kalubalanci 'Yan Jarida	Africa
505	Dakarun Najeriya Sun Kai Hari Kan Mayakan Boko Haram, ISWAP	Nigeria
506	Illar Zazzabin Cizon Sauro Ga Mata Masu Ciki	Health
507	Gwamna Zulum Ya Umurci Biyan Ma'aikatan Jihar Borno Albashinsu	Nigeria
508	An Kaddamar da Shirin ba Wasu Manoma Tallafi A jihar Adamawa	World
509	Wasu Matasa Sun Bindige Mutum Takwas Har Lahira a Brazil	World
510	Kimanin jarirai dubu saba’in ake haihuwa da kwayar cutar kanjamau kowacce shekara a Najeriya	Health
511	Majalisar Wakilan Amurka Tayi Tur Da Kisan Musulmi A Myanmar	World
512	Buhari Ya Kaddamar Da Tashar Jirgin Ruwa Ta Farko a Arewa	Nigeria
513	Yau Ake Zaben 'Yan Majalisa Da Gwamnoni a Amurka	Politics
514	Taliban Tace Zata Ci Gaba Da Tattaunawa Da Amurka	World
515	Kasashen Duniya Na Dari-Dari Da Kirar Jirgin Boeing 737 Max 8	World
516	Yakin Neman Zaben Shugaba Buhari a Taraba Ya Bar Baya Da Kura	Nigeria
517	Kasar Turkiyya Ta Ce Saudi Ta Kahe Jamal Khashoggi	Nigeria
518	Taron Addu'ar Zaman Lafiya	Health
519	Shugaba Trump Da Takwaran Aikinsa Na Kasar China, Xi Jinping Sun Gana Akan Koriya Ta arewa	World
520	Turkiyya Na Zargin Saudiyya Da Kashe Danjarida Jamal Khashoggi	World
521	"""Yan Siyasa Su Rungumi Zaman Lafiya""-Farfesa Galadanci"	World
522	Taimaka wa Yara na Majalisar Dinkin Duniya da Kungiyar Rotary .	World
523	Amurka Ta Fitar Da Sahaidar Dake Tabbatar Da Iran Ta Kai Hari Kan Teku	World
524	Bauchi Ta Kara Inganta Aikin Rigakafin Polio	Nigeria
525	Hukumomin Guinea na Takalar Ebola	Nigeria
526	Ba’a Yi Zaben Tsayar Da Dan Takarar Gwamna Na jam’iyyar APC A Jihar Bauchi Ba	Politics
527	An Kai Hari Kan Filin Jirgin Saman Da Amurka Ke Amfani Da Shi A Somaliya	World
528	Rundunar ‘Yan Sandan Jihohin Ekiti Da Oyo Sun Shiryawa Zaben Gwamnoni	Politics
529	APC Ba Ta Yi Zaben Fidda Gwani Ba a Zamfara – in ji Kotu	Politics
530	Gwamnatin Angola Za Ta Sake Binne Gawar Savimbi Da Karamci	Africa
531	Duk da Harin Kwana Kwanan Nan New York Zata Gudanar da Wasan Gudun Famfalaki	World
532	Jebun Likitocin Najeriya Sun fi Bada Maganin Cutar Typod da Zazzabin Cizon Sauro	Health
533	Nijar: Jam'iyun Adawa Zasu Maka Bazoum Mohammed Ministan Cikin Gida A Kotu	Africa
534	Najeriya: N30,000 Zai Zama Albashi Mafi Kankanci	Africa
535	Idan An Inganta Sha'anin Noma A Duba Batun Tsaro Kuma-Manoma	World
536	Gwamnatin Borno Ta Ware Naira Biliyan Daya Don Biyan Bashin Da ‘Yan Fansho Ke Bin Ta	World
537	Ranar Fadakar Da Al’umma Kan Bahaya	World
538	A Hanzarta Aiwatar Da Biyan Albashi Mafi Karanci – NLC	World
539	Kotu Ta Dage Zaman Nazarin Kisan Janar Alkali	Nigeria
540	‘Yan Sanda Sun Rufe Majalisar Dokokin Jihar Bauchi	World
541	Firai Ministar Birtaniya Ta Sami Babban Koma Baya	Nigeria
542	Mahaukaciyar Guguwar Da Ake Fargabar Isowarta, Karshenta Ta Dira India	World
543	Ra'ayoyin Jama'a Bayan Rantsar Da Shugaba Muhammadu Buhari	Nigeria
544	Sakataren Harkokin Wajen Amurka Ya Ce Iran Na Aiki da Yarjejeniyar Dakile Shirinta Na Nukiliya	World
545	An Horas Da Jami'an Aikin Jinya A Jihar Bauchi	World
546	Masu Zanga Zanga A Hong Kong Sun Tattaru A Tashar Jiragen Saman Birnin	World
547	Al’ummomin jihar Kebbi sun hada hannu a yunkurin yaki da cutar shan inna	Health
548	Yan adawa Na Son a Tsige Firai Minista Brigi Rafini	World
549	Amurka Ta Musanta Mika Malam Gulen Ga Gwamnatin Turkiyya	Nigeria
550	Za a Magance Labarun Karya A Nahiyar Afrika	Nigeria
551	Yadda Jam’iyyu Ke Fadi-tashin Ganin Sun Lashe Zabe A Jihohi Biyar	World
552	Amurka Na Kara Samun Hujjar Zargin Iran Da Kai Hari Saudiyya.	World
553	Yan Kasar Afrika Ta Kudu Suna Kada Kuri'u A Yau Laraba	Nigeria
554	An Bayar Da Belin Wasu Daga Cikin Wadanda Ake Zargi Da Kashe Janar Alkali	World
555	Shugabannin Kasashen Turai Sun Kai Ziyara Wasu Kasashen Afrika	World
556	Ana Iya Shawo Kan Zazzabin Cizon Sauro -Hukumar Lafiya Ta Duniya	Health
557	Sudan: An Cinma Yarjejeniya Tsakanin Sojoji Da Farar Hula	World
558	Za A Fara Bayar Da Rigakafin Polio A Tasoshin Mota Na Abuja	World
559	Ana Shirin Gudanar Da Taro A Kan Yanayi A Poland	World
560	Bai Kamata A Sake Zaben Gwamnonin Da Basu Yi Aiki Ba-Buhari	Politics
561	Cutar shan inna ta gurgunta yara hudu a jihar Zamfara	Health
562	IMO:Gwamna Emeka Ihedioha Ya Gabatar Da Manufofi 15 Na Inganta Jihar	Politics
563	Najeriya: An Kalubalanci Kudaden Da 'Yan Majalisa Za Su Kashe Wajen Sayen Motoci	World
564	Anyi Arangama Tsakanin Al’ummar Garin Girnashe Da Wasu ‘Yan Bindiga	World
565	Wani Dan Adawa A Zimbabwe Ya Shiga Hannun 'Yan Sanda	Africa
566	Nigeria Da Niger Sun Kulla Yarjejeniyar Karfafa Yaki Da Ta'addanci	World
567	Rundunar ‘Yan Sandan Kaduna Ta Yi Alkawarin Zakulo Wadanda Suka Kashe Jami’anta	World
568	Kofi Annan Ya Rasu, Shekarunsa 80	Africa
569	Kungiyar Miyetti Allah Taki Amincewa Da Sabon Shirin Gwamnati	Nigeria
570	Najeriya: Abubuwan Da Kasafin Kudin 2019 Ya Kunsa	Nigeria
571	Daliban Fannonin Kiwon Lafiya Na Samun Horon Kwarewa	Nigeria
572	Kungiyar CISLAC Ta Bude Cibiyar Kai Koken Cin Hanci Da Rashawa	Africa
573	Majalisar Dinkin Duniya Ta Yi Allah Wadai Da Harin Da Aka Kai A Mali	World
574	An Gano Wata Kwayar Sashin Jiki Da Zata Iya Warkar Da Kanjamau	World
575	Mutum 60 Suka Mutu a Harin Rann - Kungiyar Amnesty	Nigeria
576	Yaran Makarantun Firamare a Carlow Zasu Taimakawa Yaran Najeriya a Yaki da Polio	World
577	Ma’aikan Jinyar Kuturta Sun Nemi Hadin Kai	World
578	Yan Takarar Shugaban Kasa a Najeriya Na Ci Gaba Da Yakin Neman Zabe	Africa
579	Nijar: Rawar Da Matasa Ke Takawa Wajen Yaki Da Cizon Sauro	Africa
580	‘Yan Gudun Hijira Daga Zamfara Sun Bayyana Abun Da Ya Addabesu	World
581	Yau Ce Sabuwar Ranar Dimokaradiyya A Najeriya	Nigeria
582	An Tabbatar Da Naira Dubu 30 A Matsayin Albashi Mafi Karanci A Najeriya	World
583	Muguwar Guguwar Idai Ta Janyo Barazanar Cututttuka Ga Dabbobi	Africa
584	Kungiyar Lafiya Ta Duniya Tace Rage Shan Sikari	Africa
585	Amurka Ta Musanta Rufe Ofishin Jakadancinta Na Abuja, Legas	Nigeria
586	Wani Ba'amurke Ya Kamu da Cutar Ebola	Health
587	Zaben Jihohin Bauchi Da Gombe Yana Gudana Cikin Lumana	Politics
588	‘Yan Kungiyar Boko Haram Sun Yi Wa Sojoji Shigar Burtu a Borno	Nigeria
589	Amurka Na Binciken Musabbabin Mutuwar Sojojinta a Jamhuriyar Nijar	Africa
590	Bullar Cutar Ebola a Kaduna ba Gaskiya Bane	Health
591	Kungiyar Al-shabab Ta Dauki Alhakin Harin Birnin Mogadishu	Africa
592	Jihar Kano ta Gudanar da Bita Game da Kiyayewar Cutar Gudawa	Nigeria
593	Dalilin Da Ya Sa Saudiyya Ta Rage Adadin Mahajjatan Najeriya	Nigeria
594	Majalisar Dinkin Duniya Ta Zabi Mutane 25 Su Jagoranci Magance Tamowa	World
595	Yawan Wadanda Suka Ji Rauni A Harin Dan Bindiga A Las Vegas Ya Ninku	World
596	Tabarbarewar Sha’anin Ilimi a Jamhuriyar Nijar	Africa
597	MDD: Ta Nuna Damuwarta Kan Yanayin Siyasa A Burundi	Nigeria
598	Siriya Ta Ce Zargin Harin Gubar Da OPCW Ta Yi Ma Ta Bai Da Tushe	Nigeria
599	Iran Ta Ce Kasancewar Dakarun Kasashen Waje A Yankinsu Zai Kawo Matsala	World
600	An Kaddamar Da Wani Shiri A Nijer Don Magance Mace-Macen Mata Da Yara	World
601	Mun Kuduri Aniyar Kawar Da Polio A Shekarar Nan	World
602	Yan Gudun Hijira Na Cigaba Da Fama	World
603	Najeriya: An Gudanar Da Taron Hukumar 'Yan Sanda Ta Kasa Da Kasa	Nigeria
604	Gwamnatin Tarayyar Najeriya Ta Kara Kokarin Inganta Kiwon Lafiya	Africa
605	Ciwon Kyanda Ya Kashe Mutane Goma Sha Bakwai A Jihar Niger	World
606	Zaben Najeriya: An Yi wa ‘Yan Jarida Bita Kan Watsa Labaran Zabe	Politics
607	Jawabin Shugaba Buhari Bayan Lashe Zabe	Nigeria
608	Ra’ayoyin Wasu ‘Yan Najeriya Kan Jawabin Shugaba Trump	World
609	Ba a Samun Raguwar Cutar Kanjamau Cikin Sauri a Nigeriya	Health
610	An Kashe 'Yan Boko Haram 40, Tare Da Kwato Makamai	Nigeria
611	Tsohon Ministan Lafiyar Najeriya Osotimehin Ya Rasu	Nigeria
612	Kokarin Kawar Da Zazzabin Cizon Sauro Ya Ceci Mutane Miliyan 3.3, inji WHO	Health
613	Rundunar Tsaron Farin Kaya Ta Kubuto Wasu Mutane Da Aka Yi Garkuwa Da Su	World
614	Cibiyoyin Kiwon Lafiya Zasu Hada Hannu A Yaki Da HIV	Nigeria
615	Kashe 'Yan Jarida A Kan Aikin Su Yana Karuwa Ainun	World
616	Tawagar 'Yan Majalisar Wakilan Amurka Ta Kai Ziyara Kasar Nijar	Africa
617	Majalisar Dinkin Duniya Ta Tabbatar Da Yarjejeniyar Tsagaita Wuta A Yamal	World
618	Nijar: Muhawara Ta Barke Bayan Zargin Bazum Da Kamfe Da Sunan Aiki	Africa
619	An Fara Tuhumar Tsohon Shugaban Sudan Da Laifukan Rashawa	Africa
