	bbc_url_id	date	news_title	label
412	44215829	22 Oṣù Ẹ̀bibi 2018	Koko iroyin: Àyẹ̀wò di ọ̀ranyàn ni sọọsi, Ẹ̀mí èṣù ni okunfa ipààyàn Benue	world
413	44215821	22 Oṣù Ẹ̀bibi 2018	Buhari: Níbo ni iná ọba tí Ọbasanjọ́ ya $16bn lé lórí wà ?	nigeria
414	44213748	22 Oṣù Ẹ̀bibi 2018	Wọ́n ti yọ igbákejì olórí ilé aṣòfin ìpínlẹ̀ Òǹdò	sport
415	44206987	10 Oṣù Ọ̀wàrà 2018	Afẹ́nifẹ́re: A kò tíì ní ẹnìkankan táá gbè lẹ́yìn rẹ̀ fún ipò Ààrẹ	world
416	44206986	22 Oṣù Ẹ̀bibi 2018	Boss Mustapha: A na 64 mílìònù náírà fun àtúntò ójú òpó ayélujára	nigeria
417	44202933	21 Oṣù Ẹ̀bibi 2018	Ramadan, wakati ṣọ̀tọ̀ọ̀tọ̀, kini ẹ mọ̀ nipa àwọn Yollywood?	entertainment
418	44201801	21 Oṣù Ẹ̀bibi 2018	Èèmọ̀, alukoro PDP tẹ́lẹ̀, Olisah Metuh dákú ní ilé ẹjọ́	nigeria
419	44199984	24 Oṣù Bélú 2018	Offa robbery: Saraki, NOPRIN ní ọlọ́pàá gbọ́dọ̀ ṣàlàyé bí Adikwu ṣe kú	politics
420	44199981	21 Oṣù Ẹ̀bibi 2018	Abikẹ Dabiri: irọ́ ni wọ́n ń pa f'awọn ọ̀dọ́ pé wọn a ríṣẹ́ ṣe	world
421	44194626	21 Oṣù Ẹ̀bibi 2018	Àwẹ̀ Ramadan wákàtí 22 lóòjọ́, ṣé ẹ̀mí rẹ gbà á?	entertainment
422	44193697	21 Oṣù Ẹ̀bibi 2018	Àṣírí fàyàwọ́ ọmọnìyàn tú nílé ẹ̀kọ́ kan nípìlẹ́ Edo	nigeria
423	44193694	21 Oṣù Ẹ̀bibi 2018	Grenfell Tower: Ìwádìí yóò bẹ̀rẹ̀ lórí ilé alájà tó jóná ní London	nigeria
424	44190994	21 Oṣù Ẹ̀bibi 2018	Bàbá olówó Chelsea, Abramovich rí ìdíwọ́ lórí ìwé ìgbéèlú ilẹ́ Gẹ̀ẹ́sì	nigeria
425	44190991	20 Oṣù Ẹ̀bibi 2018	Ilé-isẹ́ olóogun Nigeria; Ará ìlú dá ìkọlù dúró ní Yobe	nigeria
426	44190310	20 Oṣù Ẹ̀bibi 2018	Koko iroyin: Iyiọla Omisore darapọ̀ mọ́ SDP, Ọwọ́ tẹ agbésùnmọ̀mì ní yobe	nigeria
427	44190307	20 Oṣù Ẹ̀bibi 2018	Omiṣore: Ọlọ́run mọ̀ sí bí mo ṣe fi PDP sílẹ̀	nigeria
428	44187745	8 Oṣù Ọ̀wàrà 2018	Ìdìbò 2019: Fani-Kayode ní kí Buhari gbáradì fún ìfẹ̀yìntì	politics
429	44187636	20 Oṣù Ẹ̀bibi 2018	Ìran Ọba ilẹ̀ Gẹ̀ẹ́sì dúpẹ́ lọ́wọ́ gbogbo ènìyàn	entertainment
430	44179163	19 Oṣù Ẹ̀bibi 2018	Ìgbéyàwó Harry àti Markle: Ẹni ńlá ní ń ṣe ohun ńlá	nigeria
431	44179162	19 Oṣù Ẹ̀bibi 2018	Ìgbéyàwó Ọmọọba Harry àti Meghan Sparkle yóò wáyé ní Windsor	world
432	44171294	18 Oṣù Ẹ̀bibi 2018	Gómìnà rè sodò nì Kenya nígbà tó ń ya fọ́tò ara rẹ̀	nigeria
433	44169927	18 Oṣù Ẹ̀bibi 2018	Amofin: Owó ni ìjọba ìpínlẹ̀ ń jà fún nídi ètò ìgbeyàwó	entertainment
434	44165349	18 Oṣù Ẹ̀bibi 2018	Ìgbéyàwó Ọmọọba: Ọjọ́ márùn-ún ni wọn fi se àkàrà òyìnbó	entertainment
435	44165320	18 Oṣù Ẹ̀bibi 2018	NDLEA: A kò tíì mọ àwọn tó ni Tramadol náà	nigeria
436	44159491	17 Oṣù Ẹ̀bibi 2018	FIFA: Super Eagles bọ́ sí ipò kẹrin ní Afrika	sport
437	44159488	17 Oṣù Ẹ̀bibi 2018	L'Ógùn, Ọlọ́pàá mú olùkọ́ mẹ́ta fún síso akẹ́kọ̀ọ́ mọ́gi	entertainment
438	44157021	18 Oṣù Ẹ̀bibi 2018	Olósèlú: Àpótí Sobàtà bíi èèlò ìróni-lágbára sàn ju ebi lọ	nigeria
439	44154788	17 Oṣù Ẹ̀bibi 2018	Ẹ̀bùn ọ́kọ N303m: Fún ààbò ẹ̀mí ni àbí àbẹ̀tẹ́lẹ̀?	entertainment
440	44150272	17 Oṣù Ẹ̀bibi 2018	Ramadan 2018: Sultan rọ Mùsùlùmí láti gba àlààfía lááyè	entertainment
441	44150224	17 Oṣù Ẹ̀bibi 2018	Ìsekú pani lọ́jọ́ ìbò: Mọ̀lẹ́bí aláìsí ń bẹ Ajimọbi	nigeria
442	44147124	16 Oṣù Ẹ̀bibi 2018	Koko iroyin: Ọmọge Campus d'olóògbé, Ilé Aṣòfin fòǹtẹ̀ lù àbá ìsúná 2018	nigeria
443	44143664	16 Oṣù Ẹ̀bibi 2018	Saraki ni ọ̀gá ọlọ́pàá, Ibrahim Idris fẹ́ lo àwọn ọ̀daràn láti parọ́ mọ́ òun	politics
444	44135673	16 Oṣù Ẹ̀bibi 2018	Ilé ẹjọ́ gba béèlì Dino Melaye	politics
445	44131249	16 Oṣù Ẹ̀bibi 2018	Irinṣẹ́ òǹkà ọdún ti wà láti ka iye ọdún tó leè lò láyé	entertainment
446	44127742	15 Oṣù Ẹ̀bibi 2018	Osinbajo: Buhari kò gbàgbé àwọn agbègbè tí ikọlù tú ká	politics
447	44127741	15 Oṣù Ẹ̀bibi 2018	Ìsúná 2018: N410bn ni àwọn asòfin fi lé ìsúná Buhari	nigeria
448	44127738	15 Oṣù Ẹ̀bibi 2018	Buhari: N kò fi ìgbógun ti ìwà ìjẹkújẹ halẹ̀ mọ́ ẹnikẹ́ni	nigeria
449	44127737	15 Oṣù Ẹ̀bibi 2018	Ilé aṣòfin Ọ̀yọ́: Ọlágúnjú Òjó di olórí ilé tuntun	sport
450	44126079	15 Oṣù Ẹ̀bibi 2018	Ìjọba: Zakzaky ń kó èrò jọ lọ́nà tó lòdì sófin	nigeria
451	44121169	15 Oṣù Ẹ̀bibi 2018	Ààwẹ Ramandan: Àwọn ouńjẹ tí a fi ń sínu àwẹ̀	world
452	44116477	15 Oṣù Ẹ̀bibi 2018	Yahoo Yahoo: Ọ̀pọ̀ olórin ti kọ́rin ìwúrí fún àgbéga rẹ̀	entertainment
453	44111967	14 Oṣù Ẹ̀bibi 2018	Iléẹjọ́ Kenya: Owó tí aya ná ni yóó gbà tí wọn bá túká	africa
454	44110960	14 Oṣù Ẹ̀bibi 2018	Àbẹ̀wò Buhari: Gómìnà márùn-ún ki káábọ̀	politics
455	44109989	30 Oṣù Òkúdu 2018	World Cup 2018: Orílẹ̀-èdè mẹ́sàn-àn ló ti gba ife sẹ́yìn	sport
456	44100915	13 Oṣù Ẹ̀bibi 2018	Wenger: Ohun méje tí àwọn olólùfẹ́ Arsenal yóò rántí nípa rẹ̀	sport
457	44100914	21 Oṣù Owewe 2018	Olópàá Nàíjíríà: A ti rí owó NNPC tí wọ́n kó sílé ìfowópamọ́	nigeria
458	44100913	13 Oṣù Ẹ̀bibi 2018	Fáyẹmí pè fún àjọṣepọ̀ àwọn olùdíje fún àṣeyọrí APC l'Ékìtì	politics
459	44098884	13 Oṣù Ẹ̀bibi 2018	Fayoṣe: Iná tí kò ní pẹ̀ ẹ́ kú ni àṣeyọrí Fayẹmi	nigeria
460	44098255	13 Oṣù Ẹ̀bibi 2018	Burundi: Ìbẹ̀rù bojo gbilẹ̀ bí ẹ̀mí se sòfò sáájú ìdìbò	nigeria
461	44094933	12 Oṣù Ẹ̀bibi 2018	Gómìnà ìpínlẹ̀ Ọyọ àti ìyàwó rẹ̀ kò gbẹ́yìn nínú ìdìbò tó ń lọ	politics
462	44092678	12 Oṣù Ẹ̀bibi 2018	Ọmọ orílẹ́èdè Gẹ̀ẹ́sì méjì sọnù nínú ọgbà ẹranko	africa
463	44092660	12 Oṣù Ẹ̀bibi 2018	NAFDAC gbẹ́sẹ̀ kúrò lórí òfin tó fi de àwọn iléeṣẹ́ apòògùn	nigeria
464	44092659	12 Oṣù Ẹ̀bibi 2018	Ọ̀yọ́: PDP àti Accord kò ní kó pa nínú ìdìbò káńsù	politics
465	44092168	12 Oṣù Ẹ̀bibi 2018	Akọ́nimọ̀ọ́gbá ikọ̀ DC United fẹ́ ra Rooney lọ sí MLS	sport
466	44092113	12 Oṣù Ẹ̀bibi 2018	Awọn agbófinró kún ibùdó ìdìbò APC Ekiti fọ́fọ́	politics
467	44092112	12 Oṣù Ẹ̀bibi 2018	Tinubu: kò sí àṣàdànù nínú gbogbo olùdíje APC Ekiti	politics
468	44092111	12 Oṣù Ẹ̀bibi 2018	Etò ààbò ìdìbò abẹ́lé APC Ekiti kúrò ní kèrémí lòní	politics
469	44087602	11 Oṣù Ẹ̀bibi 2018	Buhari padà sí Naijiria lẹ́yìn tó lọ tọ́jú ara rẹ̀	nigeria
470	44087601	11 Oṣù Ẹ̀bibi 2018	Ajimọbi: Ààbò wà nílẹ̀ láti kojú mọ̀dàrú lásìkò ìbò	politics
471	44087599	11 Oṣù Ẹ̀bibi 2018	CAN: Ìbànújẹ́ ńlá ni iku ọ̀mọ̀wé Musa Asake jẹ	nigeria
472	44084964	20 Oṣù Ògún 2018	Ọmọ Yahoo Plus: Wọn ní kí ń pa ìyá mi, kí ń lè lówó si ni	world
473	44079127	11 Oṣù Ẹ̀bibi 2018	Ojú wo ni APC fẹ yàn fi kojú PDP l'Ekiti	politics
474	44079122	11 Oṣù Ẹ̀bibi 2018	Èrò ṣe ọ̀tọ̀ọ̀tọ̀ bi Ilé ṣe takò ìdájọ lori Omo-Agege	nigeria
475	44079121	11 Oṣù Ẹ̀bibi 2018	Íyanṣẹ́lòdì Johesu: ǹkan ń bàjẹ́ síi ni fún àwọn ará ìlú	nigeria
476	44076232	10 Oṣù Ẹ̀bibi 2018	Adéyẹyè: Òkùnkùn ni Fáyóṣé, ìmọ́lẹ̀ ni èmi	nigeria
477	44076229	10 Oṣù Ẹ̀bibi 2018	OSIEC: A kò fi epo b‘ọyọ̀ lórí ìbò káńsù l'Ọ́yọ́	nigeria
478	44074263	10 Oṣù Ẹ̀bibi 2018	Oyinlọlá: A di ẹgbẹ́ òsèlú láti já ìjọba gbà lọ́wọ́ APC	nigeria
479	44073033	10 Oṣù Ẹ̀bibi 2018	Tẹlifísàn Sudan: Ó dàbí pé wọn fi ọ̀bẹ gún asojú Nàíjíríà pa ni	africa
480	44073032	10 Oṣù Ẹ̀bibi 2018	Iléẹjọ́: Ọjọ́ mérìnlá ló yẹ kí Omo-Agege fi jókòó sílé	politics
481	44073031	10 Oṣù Ẹ̀bibi 2018	Magu: N100bn gan lo yẹ ká fi kọ́ ilé náà, mo sọ́wó ná ni	nigeria
482	44065459	10 Oṣù Ẹ̀bibi 2018	Idá-omi ya pa ènìyan 27 ní Kenya	africa
483	44064511	10 Oṣù Ẹ̀bibi 2018	PDP: Ọ̀tẹ̀ tó pa wọ́n pọ̀ náà ló ń tu wọ́n ka	politics
484	44064510	10 Oṣù Ẹ̀bibi 2018	Adájọ́ fi amòfin tó pá ọkọ rẹ̀ satìmọ́lé títí yoo fi gbàmọ̀ràn	health
485	44062373	9 Oṣù Ẹ̀bibi 2018	BBC: Ìhùwàsí iléẹ̀kọ́ IMT àti ọlọpàá kò jẹ́ ìtẹ́wọ́gbá	nigeria
486	44060830	10 Oṣù Ẹ̀bibi 2018	Sàràkí: Ọ̀gá ọlọ́pàá Nàíjíríà kò yẹ láti dipò òsèlú mú	nigeria
487	44059410	9 Oṣù Ẹ̀bibi 2018	Shiite: Bí Buhari kò bá tú ZakZaky silẹ̀, apa APC kò níí káa mọ́	politics
488	44058037	3 Oṣù Owewe 2018	NYSC: ìdí tí a fí gba Davido láàyè láti jade	nigeria
489	44054134	9 Oṣù Ẹ̀bibi 2018	Ebola: Nàìjíríà ń ṣọ́ pápákọ̀ òfurufú tórí Ebola	health
490	44051971	9 Oṣù Ẹ̀bibi 2018	Pàṣípàrọ̀ Yuan si Naira: Èròngbà aráàlú ṣe ọ̀tọ̀ọ̀tọ̀	nigeria
491	44050360	9 Oṣù Ẹ̀bibi 2018	Ẹgbẹ APC ti kéde ọjọ́ tuntun fún ìdìbò abẹ́nú ní Ekiti	politics
492	44050358	9 Oṣù Ẹ̀bibi 2018	Ebola - DR Congo kéde ìtànkálẹ̀ ní ìhà àríwá orílèèdè	africa
493	44047969	8 Oṣù Ẹ̀bibi 2018	Benue: Ọwọ́ ọlọ́pàá tẹ àwọn afurasí olókoòwò nkan ìjagun	nigeria
494	44045181	8 Oṣù Ẹ̀bibi 2018	Ọ̀ọ̀ni Ifẹ̀: Ìbọ̀wọ̀ fún àṣà ni yóò mú Nàìjíríà gòké	entertainment
495	44044086	8 Oṣù Ẹ̀bibi 2018	APC: Ìdìbò abẹ́lé Èkìtì yóò wáyé lọ́jọ́ kọkànlá oṣù Karùn-ùn	politics
496	44043046	8 Oṣù Ẹ̀bibi 2018	Ìbò abẹ́nú PDP Èkìtì: 421 ni Ẹlẹ́ka fi borí alátakò rẹ̀	politics
497	44043045	22 Oṣù Ògún 2018	Olúbàdàn: Ìgbésẹ̀ Ajimọbi tako ìsèjọba ìsẹ̀ǹbáyé	nigeria
498	44043044	8 Oṣù Ẹ̀bibi 2018	Wenger: Ọ̀pọ̀lọpọ̀ ẹgbẹ́ agbábọ́ọ̀lú ti kàn sí mi fún iṣẹ́	nigeria
499	44043043	8 Oṣù Ẹ̀bibi 2018	Codine: Ọ̀pọ̀ èèyàn tako iléesẹ́ mẹ́ta tíjọba tì pa	nigeria
500	44042579	8 Oṣù Ẹ̀bibi 2018	Ìbò abẹ́nú PDP Èkìtì: Olújìnmí yẹ̀bá fún Adéyẹyè	politics
501	44042578	8 Oṣù Ẹ̀bibi 2018	Wenger: Àìleè kópa ní ife ẹ̀yẹ àgbáyé ba Koscielny nínú jẹ́	nigeria
502	44037950	8 Oṣù Ẹ̀bibi 2018	Àbọ̀dé Libya: Èeyàn 218 padà dé sí ìlú Èkó	africa
503	44037948	8 Oṣù Ẹ̀bibi 2018	Ó nídìí tí Sẹ́nétọ̀ Melaye fi fo bọ́ọ́lẹ̀ nínú ọkọ̀ ọlọ́pàá	politics
504	44036548	8 Oṣù Ẹ̀bibi 2018	Fásitì Zambia: Asọ ìwọ̀kuwọ̀ ń kóbá àwọn akẹ́kọ̀ọ́-kùnrin	africa
505	44036546	8 Oṣù Ẹ̀bibi 2018	Ààrẹ Buhari yóò tun tẹko létí lọ London	nigeria
506	44030673	7 Oṣù Ẹ̀bibi 2018	Ọmọogun ilẹ̀ ri ẹgbẹ̀rún kan ènìyàn gbà padà lọ́wọ́ B/Haram	nigeria
507	44030672	7 Oṣù Ẹ̀bibi 2018	Ìpínlẹ̀ Kaduna ṣọ̀fọ̀ àwọn tó kú ni Birning Gwari lọ́jọ́ Abamẹta	nigeria
508	44028245	7 Oṣù Ẹ̀bibi 2018	Bùhárí buwọ́lù ìdásílẹ̀ iléeṣẹ́ ọmọogun tuntun ní Birnin Gwari	nigeria
509	44027305	7 Oṣù Ẹ̀bibi 2018	Ètò ìdìbò abẹ́lé APC: Ipeníjà fun ẹgbẹ ṣáájú 2019	politics
510	44025493	6 Oṣù Ẹ̀bibi 2018	Wenger dágbére fún Arsenal ní pápá ìseré Emirates	sport
511	44023644	6 Oṣù Ẹ̀bibi 2018	Ìdùnún ṣubú l'ayọ̀ bí Man City ṣe gba ife Premier League	sport
512	44023643	6 Oṣù Ẹ̀bibi 2018	Cardiff ti gbégbá orókè láti kópa ní Premier League	sport
513	44023642	6 Oṣù Ẹ̀bibi 2018	Awọn ọmọ ilẹ̀ Tunisia ń dìbọ ìjọba ìbílẹ̀	nigeria
514	44023291	6 Oṣù Ẹ̀bibi 2018	Kaduna: Ẹ̀mí tó sọ nú nínú àkọlù àwọn agbébọn pọ̀	nigeria
515	44023251	6 Oṣù Ẹ̀bibi 2018	Ajàfẹ́tọ: Awàkọ̀ mi sùn ẹ̀wọ̀n ọjọ́ márùń t'orí aṣẹ́wó	nigeria
516	44021309	6 Oṣù Ẹ̀bibi 2018	Ọdọ́ Tunisia yóò yan ẹni tó wù wọn sípò nídìbò abẹ́lé	nigeria
517	44021291	6 Oṣù Ẹ̀bibi 2018	Davido, Simi,Omawumi gbégba orókè nínú ìdíje 2018	entertainment
518	44020869	24 Oṣù Òkúdu 2018	Ayàwòrán: ọpọlọ, sùúrù àti agbára ni mò ń lò fún iṣẹ́ mi	entertainment
519	44018146	5 Oṣù Ẹ̀bibi 2018	Yobo: Ikọ̀ Naijiria gbọ́dọ̀ gbajumọ́ ìdije àkọ́kọ́	nigeria
520	44018141	5 Oṣù Ẹ̀bibi 2018	Wọ́n so ìdìbò APC rọ̀ l'Ekiti nitori rògbòdìyàn	politics
521	44018138	5 Oṣù Ẹ̀bibi 2018	Naijiria kò gbàgbé ààrẹ tó d'olóògbé l'ọ́dún mẹ́jọ sẹ́yìn	nigeria
522	44016833	5 Oṣù Ẹ̀bibi 2018	Buhari ní òun kò ní gbẹ́yìn, Kemi Adeosun gba káàdì APC	politics
523	44016826	5 Oṣù Ẹ̀bibi 2018	Ékìtì: Obìnrin mẹ́jì, ọkùnrin mọ́kànlélọ́gbọ̀n ń du ipò kan	world
524	44014803	5 Oṣù Ẹ̀bibi 2018	Ọmọogun Nàìjírìà: À ó fọwọ́sowọ́pọ̀ pẹ̀lú ẹgbẹ́ obìnrin	politics
525	44014802	5 Oṣù Ẹ̀bibi 2018	NAPTIP tún mú afurasí tó n kó ómódébìnrin lọ ilẹ̀ òkèèrè	nigeria
526	44012386	4 Oṣù Ẹ̀bibi 2018	Ọlọ́pàá gbé N5m silẹ̀ láti ṣàwárí àwọn adigunjalè Offa	nigeria
527	44012385	4 Oṣù Ẹ̀bibi 2018	Ọlọ́pàá: Ìwádìí ń lọ l'órí agbẹjọ́rò tí afurasí pé ó pa ọkọ	nigeria
528	44011986	4 Oṣù Ẹ̀bibi 2018	BBC sọ̀rọ̀ lórí òfin tí Burundi fi dè é	nigeria
529	44006064	4 Oṣù Ẹ̀bibi 2018	Aṣọ àti bàtà tọ́ka sáwọn afurasí gbéwiri lábúlé Bugaje	nigeria
530	44000329	4 Oṣù Ẹ̀bibi 2018	Ìjẹ́jọ́ Dino; Femi Falana ní ó kù díẹ̀ káàtó fáwọn ọ́lọ̀páá	politics
531	43994110	3 Oṣù Ẹ̀bibi 2018	Rio Ferdinand kò rí ìwé àṣẹ fún ẹ̀ṣẹ́ kíkàn gbà	nigeria
532	43994104	3 Oṣù Ẹ̀bibi 2018	Òkùnkùn biribiri bí ilé iṣẹ́ mọ̀nà-mọ́ná ṣe jóná	sport
533	43993511	12 Oṣù Agẹmọ 2018	Ekiti Election: Èyí ni àwọn olóṣèlú Nàìjíríà tó tí 'fọ́gbọ́n ṣàìsàn'	nigeria
534	43993306	3 Oṣù Ẹ̀bibi 2018	Adamu: Olùkọ̀ 2,295 ni Boko Haram pa láàárín ọdún mẹ́sán	nigeria
535	43993304	3 Oṣù Ẹ̀bibi 2018	Dogara: Ohunkóhun kò gbọdọ̀ ṣe Dino Melaye	politics
536	43993301	3 Oṣù Ẹ̀bibi 2018	Ìjọba Nàíjíríà leè kógbáwọlé nítorí áíbuwọ́ lu àbà ìṣúná ọdún 2018	entertainment
537	43982917	2 Oṣù Ẹ̀bibi 2018	Òndó: Ọ̀gá àgbà àjọ ẹ̀ṣọ́-aláàbò ojúupópó (FRSC) dolóògbé	nigeria
538	43977158	2 Oṣù Ẹ̀bibi 2018	Àwón akẹ́kọ̀ọ́ há sínú Ṣáláńgá tó wó nílé ìwé alákọ́bẹ̀rẹ̀	nigeria
539	43977029	2 Oṣù Ẹ̀bibi 2018	Iléeṣẹ́ ológun: ilé làbọ̀ ìsinmi oko láìpẹ́ f'Aṣàtìpó	nigeria
540	43977028	2 Oṣù Ẹ̀bibi 2018	Ìdíje Champions league: Tani yóò tẹ̀síwájú láàárín Roma àti Liverpool?	sport
541	43977027	2 Oṣù Ẹ̀bibi 2018	Ìjọba Ọ̀sun: N1.8bn ni OAU jẹ lówó orí òsìsẹ́ rẹ̀	nigeria
542	43970633	1 Oṣù Ẹ̀bibi 2018	Koko iroyin: Ìgbésẹ̀ ìjọba l'órí Codeine, ìkọlù NURTW níbi ayẹyẹ ọjọ́ òṣìṣẹ́	nigeria
543	43967913	18 Oṣù Ọ̀wàrà 2018	Òṣiṣẹ́ Emzor tó ta Codeine fun BBC ti bọ́ sọ́wọ́ ọlọ́pàá	world
544	43966464	1 Oṣù Ẹ̀bibi 2018	Àyájọ́ òṣìṣẹ́: NURTW gba ẹ̀jẹ̀ lára àwọn òsìsẹ	health
545	43966364	1 Oṣù Ẹ̀bibi 2018	Afénifẹ́re: Oníkálukú ni yóò tẹ̀ka síbi tó wù ú tó bá yá	nigeria
546	43961881	1 Oṣù Ẹ̀bibi 2018	Davido: Mo fẹ́ràn Chioma púpọ̀, ọ̀la wa máa dára	nigeria
547	43961878	1 Oṣù Ẹ̀bibi 2018	Fídíò codeine: Iléesẹ́ Emzor gba‘sẹ́ lọ́wọ́ òsìsẹ́	nigeria
548	43959959	6 Oṣù Bélú 2018	NLC: Ìgbà kẹta rèé tẹ́gbẹ́ òsìsẹ́ yóò wàákò pẹ̀lú ìjọba lábẹ́ Wabba	nigeria
549	43958969	1 Oṣù Ẹ̀bibi 2018	Trump: Bí wọn se ń pa Kristiẹ́ni kò jẹ́ ìtẹ́wọ́gbà	world
550	43954152	30 Oṣù Ìgbé 2018	Adájọ́ rán agbẹjọ́rò àgbà lọ sẹ́wọ̀n oṣù kan	world
551	43946030	30 Oṣù Ìgbé 2018	Mourinho fẹ́ kojú Wenger nínú ìdíje miràn yàtọ̀ sí EPL	sport
552	43946029	30 Oṣù Ìgbé 2018	Barcelona fàgbà han Deportivo láti gba ife ẹ̀yẹ	world
553	43939726	29 Oṣù Ìgbé 2018	Àtíkù: Ọbásanjọ́ kìí se Ọlọ́run tó leè ní kí ń má di ààrẹ	world
554	43928983	27 Oṣù Ìgbé 2018	PDP: A fẹ́ gba odindin Imo padà ni lọdún tó n bọ	nigeria
555	43924822	27 Oṣù Ìgbé 2018	NEC fi òfin de dída ẹran ọ̀sìn kiri nìpínlẹ̀ márùn uń	nigeria
556	43918930	27 Oṣù Ìgbé 2018	Àwo tuntun tí Simi gbé jáde, 'Simisọ́lá' gbayì fún un láwùjọ́	nigeria
557	43918564	27 Oṣù Ìgbé 2018	Ẹbi yóò sèwádìí ohun tò pa Michael Adéyẹmọ	nigeria
558	43918561	27 Oṣù Ìgbé 2018	Olórí ilé aṣòfin ìpínlẹ Ọyọ, Michael Adeyemo jáde láyé	nigeria
559	43918560	27 Oṣù Ìgbé 2018	Arsenal ta ọ̀mì pẹ̀lú Athletico nínú ìdíje Europa	sport
560	43914012	26 Oṣù Ìgbé 2018	Kókó ìròyìn: Òrọ̀ lórí lílo ewé áti egbò fún àìsàn ibà	health
561	43914008	26 Oṣù Ìgbé 2018	Ìjọba san N135m gbàmábínú fun ìdílé àwọn ti wọ́n pa ní Apo	world
562	43909698	26 Oṣù Ìgbé 2018	Mnangagwa: Ija Zimbabwe pẹ̀lú ilẹ̀ Gẹ̀ẹ́sì dópin lẹ́yìn ogún ọdún	nigeria
563	43909479	27 Oṣù Ìgbé 2018	Ìfòyà ní Maiduguri bí Boko Haram ṣe ti ya wọ Bárékè	nigeria
564	43909477	26 Oṣù Ìgbé 2018	ọ̀gọ̀ọ̀rọ̀ èèyàn bẹnu ẹ̀tẹ́ lu ìbẹ̀wò Dino láìṣe iṣẹ́ ìlú	politics
565	43909476	26 Oṣù Ìgbé 2018	Àwọn olólùfẹ́ Bayern Munich ya wọ orí pápá lẹ́yìn ìdíje	nigeria
566	43897195	25 Oṣù Ìgbé 2018	Sambisa: Yóò di ibi ìgbàfẹ́ láìpẹ́ ọjọ́	nigeria
567	43897194	25 Oṣù Ìgbé 2018	Ilé-ẹjọ́ ìlú Èkó fi Nwaoboshi sátìmọ́le fún ìkówójẹ	nigeria
568	43896678	25 Oṣù Ìgbé 2018	Àwọn aṣòfin so ìjókòó rọ̀ nítorí Dino Melaye	politics
569	43896606	25 Oṣù Ìgbé 2018	Fani-Kayode: Iwà Dino dójútini gẹ́gẹ́ bí olóṣèlú	politics
570	43896598	25 Oṣù Ìgbé 2018	Àyájọ́ Ibà: Ònà àbáyọ sí ikú ọmọdé àt'àgbà lásìkó yìí	nigeria
571	43890369	25 Oṣù Ìgbé 2018	Ọ̀ṣun: Iléeṣẹ́ 17 jẹ bílíọ̀nù méjìlá náírà owó orí	entertainment
572	43890368	25 Oṣù Ìgbé 2018	Ìbálòpọ̀ fún máàkì: Monica fojú hàn níwájú ìgbìmọ̀ OAU	entertainment
573	43887751	24 Oṣù Ìgbé 2018	Nwaboshi: Sẹ́nétọ̀ ń lọ ilé ẹjọ́ ní Ọjọ́rú -EFCC	sport
574	43883941	14 Oṣù Ọ̀wàrà 2018	Ọlọ́pàá Kogi: Àwọn tọ́ọ́gì Melaye yìnbọn mọ́ òsìsẹ́ wa, la se ń wa	world
575	43882959	12 Oṣù Bélú 2018	NAFDAC: Fifi òògùn apakòkòrò 'Sniper' sinu ẹwà leè jásí ewu	health
576	43882564	24 Oṣù Ìgbé 2018	Siasia lè gba iṣẹ́ akọ́nimọ̀ọ́gbá égbẹ́ agbábọ́ọ̀lù Cameroon	sport
577	43882561	21 Oṣù Ògún 2018	2019 Election: Olasunkanmi Okeowo ní òun kò díje fun ipo ààrẹ mọ	politics
578	43882445	24 Oṣù Ìgbé 2018	Ọṣínbàjò: Èmi kìí gbé ilé rárá nítorí iṣẹ́ ìlú	sport
579	43882442	24 Oṣù Ìgbé 2018	Ìkọlù Benue: Adaran pa àlùfáà méjì, ọmọ ìjọ 13 nílé ìjọsìn	nigeria
580	43882281	24 Oṣù Ìgbé 2018	Ikọlù Benue: Adaran pa àlùfáà méjì, ọmọ ìjọ 13 ní ilé ìjọsìn	nigeria
581	43872971	24 Oṣù Ìgbé 2018	Ìsẹ̀lẹ̀ Ghana: Òògùn ẹ̀fọn pa ìbejì àti ẹ̀gbọ́n wọn	nigeria
582	43872970	23 Oṣù Ìgbé 2018	Dino: ọlọ́pàá yí ilé mi ká	nigeria
583	43869052	24 Oṣù Ìgbé 2018	Ọlọ́pàá àti Shiites tún fìjà pẹ́ẹ́ta	nigeria
584	43869050	23 Oṣù Ìgbé 2018	Ọwọ́ ba ọlọ́pàá mẹ́rin tó pa ọmọ Nàíjììrà ní S.Africa	nigeria
585	43868335	23 Oṣù Ìgbé 2018	N'ilu Èkó, ọkọ̀ agbépo gbiná	nigeria
586	43867930	23 Oṣù Ìgbé 2018	Commonwealth: Ànfàní wo ni Nàìjíríà rí?	nigeria
587	43865626	23 Oṣù Ìgbé 2018	Onímọ̀ ọrọ̀ ajé: Ẹ mú ìyapa pàsípààrọ̀ Náírà kúrò	nigeria
588	43862862	23 Oṣù Ìgbé 2018	Dino Melaye: Pápákọ̀ òfurufú ni Ọlọ́pàá ti mú mi	politics
589	43861915	23 Oṣù Ìgbé 2018	PDP: Kínni Bùhárí mú ti Commonwealth bọ̀?	politics
590	43861914	23 Oṣù Ìgbé 2018	Soyinka: Mo mọ ibití màá dìbò mi sí	nigeria
